B,I,T,VG,Vxx,Vxy
2.512,1.04e-08,1.765,3.333333333,4.13e-06,6.39e-05
2.512,1.04e-08,1.765,3.353353353,4.01e-06,6.39e-05
2.512,1.05e-08,1.765,3.373373373,3.98e-06,6.34e-05
2.512,1.04e-08,1.765,3.393393393,3.89e-06,6.29e-05
2.512,1.05e-08,1.765,3.413413413,4.02e-06,6.25e-05
2.512,1.05e-08,1.765,3.433433433,3.88e-06,6.2e-05
2.512,1.05e-08,1.765,3.453453453,3.89e-06,6.2e-05
2.512,1.05e-08,1.765,3.473473473,3.71e-06,6.15e-05
2.512,1.05e-08,1.765,3.493493493,3.59e-06,6.1e-05
2.5119,1.05e-08,1.765,3.513513514,3.42e-06,6.1e-05
2.5119,1.05e-08,1.765,3.533533534,3.52e-06,6.06e-05
2.5119,1.04e-08,1.765,3.553553554,3.51e-06,6.01e-05
2.5119,1.05e-08,1.765,3.573573574,3.45e-06,5.96e-05
2.5119,1.05e-08,1.765,3.593593594,3.48e-06,5.96e-05
2.5119,1.05e-08,1.765,3.613613614,3.31e-06,5.91e-05
2.5119,1.05e-08,1.765,3.633633634,3.28e-06,5.87e-05
2.5119,1.05e-08,1.765,3.653653654,3.11e-06,5.87e-05
2.5118,1.05e-08,1.765,3.673673674,3.01e-06,5.82e-05
2.5118,1.05e-08,1.765,3.693693694,2.84e-06,5.72e-05
2.5118,1.05e-08,1.765,3.713713714,2.8e-06,5.72e-05
2.5118,1.05e-08,1.765,3.733733734,2.76e-06,5.67e-05
2.5118,1.05e-08,1.765,3.753753754,2.76e-06,5.63e-05
2.5118,1.05e-08,1.765,3.773773774,2.77e-06,5.63e-05
2.5118,1.05e-08,1.765,3.793793794,2.57e-06,5.58e-05
2.5118,1.05e-08,1.765,3.813813814,2.54e-06,5.53e-05
2.5118,1.05e-08,1.765,3.833833834,2.4e-06,5.53e-05
2.5118,1.05e-08,1.765,3.853853854,2.33e-06,5.48e-05
2.5117,1.05e-08,1.765,3.873873874,2.23e-06,5.48e-05
2.5117,1.05e-08,1.765,3.893893894,2.19e-06,5.44e-05
2.5117,1.05e-08,1.765,3.913913914,2.14e-06,5.39e-05
2.5117,1.05e-08,1.765,3.933933934,2.18e-06,5.39e-05
2.5117,1.05e-08,1.765,3.953953954,2.22e-06,5.34e-05
2.5117,1.05e-08,1.765,3.973973974,2.16e-06,5.29e-05
2.5116,1.05e-08,1.765,3.993993994,2.12e-06,5.29e-05
2.5117,1.05e-08,1.765,4.014014014,1.97e-06,5.29e-05
2.5116,1.05e-08,1.765,4.034034034,1.85e-06,5.25e-05
2.5116,1.05e-08,1.765,4.054054054,1.79e-06,5.25e-05
2.5116,1.05e-08,1.765,4.074074074,1.76e-06,5.2e-05
2.5116,1.05e-08,1.765,4.094094094,1.75e-06,5.2e-05
2.5116,1.05e-08,1.765,4.114114114,1.8e-06,5.2e-05
2.5116,1.05e-08,1.765,4.134134134,1.79e-06,5.15e-05
2.5115,1.05e-08,1.765,4.154154154,1.89e-06,5.05e-05
2.5115,1.05e-08,1.765,4.174174174,1.62e-06,5.05e-05
2.5115,1.05e-08,1.765,4.194194194,1.62e-06,5.05e-05
2.5115,1.05e-08,1.765,4.214214214,1.64e-06,5.05e-05
2.5115,1.05e-08,1.765,4.234234234,1.51e-06,5.01e-05
2.5115,1.05e-08,1.765,4.254254254,1.49e-06,5.01e-05
2.5115,1.05e-08,1.765,4.274274274,1.56e-06,4.96e-05
2.5115,1.05e-08,1.765,4.294294294,1.52e-06,4.96e-05
2.5115,1.05e-08,1.765,4.314314314,1.59e-06,4.96e-05
2.5114,1.05e-08,1.765,4.334334334,1.58e-06,4.91e-05
2.5114,1.05e-08,1.765,4.354354354,1.62e-06,4.86e-05
2.5114,1.05e-08,1.765,4.374374374,1.58e-06,4.86e-05
2.5114,1.05e-08,1.765,4.394394394,1.38e-06,4.86e-05
2.5114,1.05e-08,1.765,4.414414414,1.21e-06,4.82e-05
2.5114,1.05e-08,1.765,4.434434434,1.01e-06,4.82e-05
2.5113,1.05e-08,1.765,4.454454454,9.63e-07,4.77e-05
2.5114,1.05e-08,1.765,4.474474474,8.54e-07,4.72e-05
2.5114,1.05e-08,1.765,4.494494494,8.12e-07,4.72e-05
2.5113,1.05e-08,1.765,4.514514515,7.94e-07,4.67e-05
2.5113,1.05e-08,1.765,4.534534535,7.02e-07,4.63e-05
2.5113,1.05e-08,1.765,4.554554555,5.44e-07,4.63e-05
2.5113,1.05e-08,1.765,4.574574575,6.04e-07,4.63e-05
2.5113,1.05e-08,1.765,4.594594595,3.48e-07,4.63e-05
2.5112,1.05e-08,1.765,4.614614615,3.43e-07,4.58e-05
2.5112,1.05e-08,1.765,4.634634635,3.87e-07,4.58e-05
2.5112,1.05e-08,1.765,4.654654655,4.02e-07,4.58e-05
2.5112,1.05e-08,1.765,4.674674675,2.92e-07,4.53e-05
2.5112,1.05e-08,1.765,4.694694695,2.84e-07,4.53e-05
2.5112,1.05e-08,1.765,4.714714715,2.39e-07,4.53e-05
2.5112,1.05e-08,1.765,4.734734735,1.45e-07,4.53e-05
2.5111,1.05e-08,1.765,4.754754755,3.35e-08,4.53e-05
2.5111,1.05e-08,1.765,4.774774775,-3.82e-08,4.53e-05
2.5111,1.05e-08,1.765,4.794794795,-1.11e-07,4.53e-05
2.5111,1.05e-08,1.765,4.814814815,-6.24e-08,4.53e-05
2.5111,1.05e-08,1.765,4.834834835,1.21e-08,4.53e-05
2.5111,1.05e-08,1.765,4.854854855,-4.19e-08,4.53e-05
2.5111,1.05e-08,1.765,4.874874875,3.82e-08,4.53e-05
2.511,1.05e-08,1.765,4.894894895,9.59e-08,4.53e-05
2.511,1.05e-08,1.765,4.914914915,3.91e-08,4.53e-05
2.511,1.05e-08,1.765,4.934934935,3.73e-08,4.53e-05
2.511,1.05e-08,1.765,4.954954955,-1.15e-07,4.58e-05
2.511,1.05e-08,1.765,4.974974975,4.38e-08,4.53e-05
2.511,1.05e-08,1.765,4.994994995,1.04e-07,4.53e-05
2.511,1.05e-08,1.765,5.015015015,1.2e-07,4.53e-05
2.511,1.05e-08,1.765,5.035035035,6.24e-08,4.53e-05
2.5109,1.05e-08,1.765,5.055055055,-1.19e-07,4.58e-05
2.5109,1.05e-08,1.765,5.075075075,-5.96e-08,4.53e-05
2.5109,1.05e-08,1.765,5.095095095,-9.97e-08,4.53e-05
2.5109,1.05e-08,1.765,5.115115115,-9.97e-08,4.58e-05
2.5109,1.05e-08,1.765,5.135135135,2.33e-08,4.58e-05
2.5109,1.05e-08,1.765,5.155155155,5.59e-08,4.58e-05
2.5109,1.05e-08,1.765,5.175175175,1.96e-08,4.53e-05
2.5108,1.05e-08,1.765,5.195195195,1.29e-07,4.53e-05
2.5108,1.05e-08,1.765,5.215215215,-2.79e-09,4.53e-05
2.5108,1.05e-08,1.765,5.235235235,1.77e-08,4.53e-05
2.5108,1.05e-08,1.765,5.255255255,-8.01e-08,4.58e-05
2.5108,1.05e-08,1.765,5.275275275,-1.27e-07,4.53e-05
2.5108,1.05e-08,1.765,5.295295295,-1.01e-07,4.58e-05
2.5107,1.05e-08,1.765,5.315315315,-1.08e-07,4.53e-05
2.5107,1.05e-08,1.765,5.335335335,9.13e-08,4.53e-05
2.5107,1.05e-08,1.765,5.355355355,8.85e-08,4.53e-05
2.5107,1.05e-08,1.765,5.375375375,1.07e-07,4.53e-05
2.5107,1.05e-08,1.765,5.395395395,1.21e-07,4.53e-05
2.5107,1.05e-08,1.765,5.415415415,5.68e-08,4.53e-05
2.5107,1.05e-08,1.765,5.435435435,-4.28e-08,4.58e-05
2.5107,1.05e-08,1.765,5.455455455,5.31e-08,4.53e-05
2.5106,1.05e-08,1.765,5.475475475,1.69e-07,4.58e-05
2.5106,1.05e-08,1.765,5.495495495,2.28e-07,4.53e-05
2.5106,1.05e-08,1.765,5.515515516,4.66e-07,4.53e-05
2.5106,1.05e-08,1.765,5.535535536,6.51e-07,4.53e-05
2.5106,1.05e-08,1.765,5.555555556,6.79e-07,4.53e-05
2.5105,1.05e-08,1.765,5.575575576,7.66e-07,4.53e-05
2.5105,1.05e-08,1.765,5.595595596,7.2e-07,4.53e-05
2.5105,1.05e-08,1.765,5.615615616,7.4e-07,4.53e-05
2.5105,1.05e-08,1.765,5.635635636,8.39e-07,4.53e-05
2.5105,1.05e-08,1.765,5.655655656,1.12e-06,4.48e-05
2.5105,1.05e-08,1.765,5.675675676,1.17e-06,4.48e-05
2.5105,1.05e-08,1.765,5.695695696,1.28e-06,4.48e-05
2.5105,1.05e-08,1.765,5.715715716,1.38e-06,4.43e-05
2.5104,1.05e-08,1.765,5.735735736,1.37e-06,4.43e-05
2.5104,1.05e-08,1.765,5.755755756,1.54e-06,4.39e-05
2.5104,1.05e-08,1.765,5.775775776,1.45e-06,4.39e-05
2.5104,1.05e-08,1.765,5.795795796,1.55e-06,4.39e-05
2.5104,1.05e-08,1.765,5.815815816,1.49e-06,4.39e-05
2.5103,1.05e-08,1.765,5.835835836,1.65e-06,4.34e-05
2.5103,1.05e-08,1.765,5.855855856,1.78e-06,4.34e-05
2.5103,1.05e-08,1.765,5.875875876,1.61e-06,4.29e-05
2.5103,1.05e-08,1.765,5.895895896,1.85e-06,4.29e-05
2.5103,1.05e-08,1.765,5.915915916,1.88e-06,4.24e-05
2.5103,1.05e-08,1.765,5.935935936,1.8e-06,4.2e-05
2.5102,1.05e-08,1.765,5.955955956,1.7e-06,4.2e-05
2.5102,1.05e-08,1.765,5.975975976,1.66e-06,4.2e-05
2.5102,1.05e-08,1.765,5.995995996,1.68e-06,4.2e-05
2.5102,1.05e-08,1.765,6.016016016,1.82e-06,4.2e-05
2.5102,1.05e-08,1.765,6.036036036,1.78e-06,4.15e-05
2.5102,1.05e-08,1.765,6.056056056,1.75e-06,4.15e-05
2.5102,1.05e-08,1.765,6.076076076,1.84e-06,4.05e-05
2.5101,1.05e-08,1.765,6.096096096,1.89e-06,4.05e-05
2.5101,1.05e-08,1.765,6.116116116,1.77e-06,4.05e-05
2.5101,1.05e-08,1.765,6.136136136,1.79e-06,4.05e-05
2.5101,1.05e-08,1.765,6.156156156,1.71e-06,4.05e-05
2.5101,1.05e-08,1.765,6.176176176,1.68e-06,4.01e-05
2.51,1.05e-08,1.765,6.196196196,1.66e-06,4.01e-05
2.51,1.05e-08,1.765,6.216216216,1.99e-06,4.05e-05
2.51,1.05e-08,1.765,6.236236236,1.72e-06,3.96e-05
2.51,1.05e-08,1.765,6.256256256,1.87e-06,3.96e-05
2.51,1.05e-08,1.765,6.276276276,1.85e-06,3.91e-05
2.51,1.05e-08,1.765,6.296296296,1.84e-06,3.91e-05
2.5099,1.05e-08,1.765,6.316316316,1.79e-06,3.91e-05
2.5099,1.05e-08,1.765,6.336336336,1.79e-06,3.86e-05
2.5099,1.05e-08,1.765,6.356356356,1.74e-06,3.86e-05
2.5099,1.05e-08,1.765,6.376376376,1.78e-06,3.86e-05
2.5099,1.05e-08,1.765,6.396396396,1.76e-06,3.86e-05
2.5098,1.05e-08,1.765,6.416416416,1.86e-06,3.81e-05
2.5098,1.05e-08,1.765,6.436436436,1.89e-06,3.77e-05
2.5098,1.05e-08,1.765,6.456456456,1.69e-06,3.77e-05
2.5098,1.05e-08,1.765,6.476476476,1.87e-06,3.72e-05
2.5098,1.05e-08,1.765,6.496496496,1.74e-06,3.72e-05
2.5098,1.05e-08,1.765,6.516516517,1.78e-06,3.72e-05
2.5098,1.05e-08,1.765,6.536536537,1.64e-06,3.72e-05
2.5097,1.05e-08,1.765,6.556556557,1.77e-06,3.72e-05
2.5097,1.05e-08,1.765,6.576576577,1.8e-06,3.67e-05
2.5097,1.05e-08,1.765,6.596596597,1.74e-06,3.62e-05
2.5097,1.05e-08,1.765,6.616616617,1.74e-06,3.62e-05
2.5097,1.05e-08,1.765,6.636636637,1.88e-06,3.58e-05
2.5097,1.05e-08,1.765,6.656656657,1.71e-06,3.58e-05
2.5096,1.05e-08,1.765,6.676676677,1.65e-06,3.53e-05
2.5096,1.05e-08,1.765,6.696696697,1.55e-06,3.53e-05
2.5096,1.05e-08,1.765,6.716716717,1.44e-06,3.53e-05
2.5096,1.05e-08,1.765,6.736736737,1.44e-06,3.53e-05
2.5096,1.05e-08,1.765,6.756756757,1.66e-06,3.53e-05
2.5096,1.05e-08,1.765,6.776776777,1.7e-06,3.48e-05
2.5095,1.05e-08,1.765,6.796796797,1.59e-06,3.48e-05
2.5095,1.05e-08,1.765,6.816816817,1.57e-06,3.43e-05
2.5095,1.05e-08,1.765,6.836836837,1.54e-06,3.39e-05
2.5095,1.05e-08,1.765,6.856856857,1.41e-06,3.39e-05
2.5095,1.05e-08,1.765,6.876876877,1.62e-06,3.39e-05
2.5095,1.05e-08,1.765,6.896896897,1.53e-06,3.39e-05
2.5094,1.05e-08,1.765,6.916916917,1.44e-06,3.39e-05
2.5094,1.05e-08,1.765,6.936936937,1.54e-06,3.39e-05
2.5094,1.05e-08,1.765,6.956956957,1.68e-06,3.34e-05
2.5094,1.05e-08,1.765,6.976976977,1.74e-06,3.29e-05
2.5094,1.05e-08,1.765,6.996996997,1.65e-06,3.29e-05
2.5094,1.05e-08,1.765,7.017017017,1.54e-06,3.29e-05
2.5094,1.05e-08,1.765,7.037037037,1.55e-06,3.29e-05
2.5094,1.05e-08,1.765,7.057057057,1.23e-06,3.29e-05
2.5093,1.05e-08,1.765,7.077077077,1.38e-06,3.29e-05
2.5093,1.05e-08,1.765,7.097097097,1.6e-06,3.29e-05
2.5093,1.05e-08,1.765,7.117117117,1.45e-06,3.24e-05
2.5093,1.05e-08,1.765,7.137137137,1.66e-06,3.24e-05
2.5093,1.05e-08,1.765,7.157157157,1.59e-06,3.19e-05
2.5093,1.05e-08,1.765,7.177177177,1.68e-06,3.19e-05
2.5092,1.05e-08,1.765,7.197197197,1.64e-06,3.19e-05
2.5092,1.05e-08,1.765,7.217217217,1.39e-06,3.19e-05
2.5092,1.05e-08,1.765,7.237237237,1.55e-06,3.19e-05
2.5092,1.05e-08,1.765,7.257257257,1.47e-06,3.19e-05
2.5092,1.05e-08,1.765,7.277277277,1.51e-06,3.19e-05
2.5092,1.05e-08,1.765,7.297297297,1.55e-06,3.15e-05
2.5092,1.05e-08,1.765,7.317317317,1.44e-06,3.15e-05
2.5092,1.05e-08,1.765,7.337337337,1.61e-06,3.1e-05
2.5091,1.05e-08,1.765,7.357357357,1.59e-06,3.1e-05
2.5091,1.05e-08,1.765,7.377377377,1.53e-06,3.1e-05
2.5091,1.05e-08,1.765,7.397397397,1.56e-06,3.1e-05
2.5091,1.05e-08,1.765,7.417417417,1.5e-06,3.1e-05
2.5091,1.05e-08,1.765,7.437437437,1.45e-06,3.05e-05
2.5091,1.05e-08,1.765,7.457457457,1.45e-06,3.05e-05
2.5091,1.05e-08,1.765,7.477477477,1.62e-06,3.05e-05
2.5091,1.05e-08,1.765,7.497497497,1.54e-06,3e-05
2.509,1.05e-08,1.765,7.517517518,1.51e-06,2.96e-05
2.509,1.05e-08,1.765,7.537537538,1.4e-06,2.96e-05
2.509,1.05e-08,1.765,7.557557558,1.51e-06,2.96e-05
2.509,1.05e-08,1.765,7.577577578,1.36e-06,2.96e-05
2.509,1.05e-08,1.765,7.597597598,1.28e-06,2.96e-05
2.509,1.05e-08,1.765,7.617617618,1.25e-06,2.91e-05
2.5089,1.05e-08,1.765,7.637637638,1.16e-06,2.91e-05
2.5089,1.05e-08,1.765,7.657657658,1.18e-06,2.91e-05
2.5089,1.05e-08,1.765,7.677677678,1.17e-06,2.86e-05
2.5089,1.05e-08,1.765,7.697697698,1.21e-06,2.86e-05
2.5089,1.05e-08,1.765,7.717717718,1.23e-06,2.86e-05
2.5089,1.05e-08,1.765,7.737737738,1.16e-06,2.81e-05
2.5089,1.05e-08,1.765,7.757757758,1e-06,2.81e-05
2.5089,1.05e-08,1.765,7.777777778,9.97e-07,2.81e-05
2.5089,1.05e-08,1.765,7.797797798,9.29e-07,2.81e-05
2.5088,1.05e-08,1.765,7.817817818,9.05e-07,2.81e-05
2.5088,1.05e-08,1.765,7.837837838,9.66e-07,2.81e-05
2.5088,1.05e-08,1.765,7.857857858,1.01e-06,2.77e-05
2.5088,1.05e-08,1.765,7.877877878,1.12e-06,2.77e-05
2.5088,1.05e-08,1.765,7.897897898,1.17e-06,2.77e-05
2.5088,1.05e-08,1.765,7.917917918,1.21e-06,2.77e-05
2.5088,1.05e-08,1.765,7.937937938,1.05e-06,2.77e-05
2.5087,1.05e-08,1.765,7.957957958,1.15e-06,2.77e-05
2.5087,1.05e-08,1.765,7.977977978,1.06e-06,2.77e-05
2.5087,1.05e-08,1.765,7.997997998,1.02e-06,2.77e-05
2.5087,1.05e-08,1.765,8.018018018,1.07e-06,2.77e-05
2.5087,1.05e-08,1.765,8.038038038,1.18e-06,2.77e-05
2.5087,1.05e-08,1.765,8.058058058,1.15e-06,2.77e-05
2.5087,1.05e-08,1.765,8.078078078,1.2e-06,2.77e-05
2.5087,1.05e-08,1.765,8.098098098,1.2e-06,2.72e-05
2.5086,1.05e-08,1.765,8.118118118,1.06e-06,2.77e-05
2.5086,1.05e-08,1.765,8.138138138,9.83e-07,2.72e-05
2.5086,1.05e-08,1.765,8.158158158,8.51e-07,2.77e-05
2.5086,1.05e-08,1.765,8.178178178,8.69e-07,2.77e-05
2.5086,1.05e-08,1.765,8.198198198,9.1e-07,2.77e-05
2.5086,1.05e-08,1.765,8.218218218,8.48e-07,2.77e-05
2.5086,1.05e-08,1.765,8.238238238,8.51e-07,2.72e-05
2.5086,1.05e-08,1.765,8.258258258,8.47e-07,2.72e-05
2.5086,1.05e-08,1.765,8.278278278,6.74e-07,2.72e-05
2.5085,1.05e-08,1.765,8.298298298,6.25e-07,2.72e-05
2.5085,1.05e-08,1.765,8.318318318,5.44e-07,2.72e-05
2.5085,1.05e-08,1.765,8.338338338,5.07e-07,2.72e-05
2.5085,1.05e-08,1.765,8.358358358,4.81e-07,2.72e-05
2.5085,1.05e-08,1.765,8.378378378,5.25e-07,2.72e-05
2.5085,1.05e-08,1.765,8.398398398,4.88e-07,2.72e-05
2.5085,1.05e-08,1.765,8.418418418,4.69e-07,2.72e-05
2.5085,1.05e-08,1.765,8.438438438,5.27e-07,2.72e-05
2.5084,1.05e-08,1.765,8.458458458,4.31e-07,2.72e-05
2.5084,1.05e-08,1.765,8.478478478,3.34e-07,2.72e-05
2.5084,1.05e-08,1.765,8.498498498,4.09e-07,2.72e-05
2.5084,1.05e-08,1.765,8.518518519,1.36e-07,2.72e-05
2.5084,1.05e-08,1.765,8.538538539,1.56e-07,2.72e-05
2.5084,1.05e-08,1.765,8.558558559,9.03e-08,2.77e-05
2.5084,1.05e-08,1.765,8.578578579,2.37e-07,2.72e-05
2.5084,1.05e-08,1.765,8.598598599,9.03e-08,2.77e-05
2.5083,1.05e-08,1.765,8.618618619,2.22e-07,2.72e-05
2.5083,1.05e-08,1.765,8.638638639,1.47e-07,2.72e-05
2.5083,1.05e-08,1.765,8.658658659,1.41e-07,2.72e-05
2.5083,1.05e-08,1.765,8.678678679,6.05e-08,2.72e-05
2.5083,1.05e-08,1.765,8.698698699,-8.85e-08,2.77e-05
2.5083,1.05e-08,1.765,8.718718719,-4.47e-08,2.77e-05
2.5083,1.05e-08,1.765,8.738738739,-1.38e-07,2.77e-05
2.5083,1.05e-08,1.765,8.758758759,-3.07e-08,2.77e-05
2.5083,1.05e-08,1.765,8.778778779,2.05e-08,2.77e-05
2.5082,1.05e-08,1.765,8.798798799,2.51e-08,2.72e-05
2.5082,1.05e-08,1.765,8.818818819,7.73e-08,2.72e-05
2.5082,1.05e-08,1.765,8.838838839,1.05e-07,2.72e-05
2.5082,1.05e-08,1.765,8.858858859,-1.68e-07,2.72e-05
2.5082,1.05e-08,1.765,8.878878879,-1.34e-07,2.77e-05
2.5082,1.05e-08,1.765,8.898898899,-1.55e-07,2.77e-05
2.5082,1.05e-08,1.765,8.918918919,-1.16e-07,2.77e-05
2.5082,1.05e-08,1.765,8.938938939,-7.45e-09,2.77e-05
2.5082,1.05e-08,1.765,8.958958959,-2.51e-08,2.72e-05
2.5081,1.05e-08,1.765,8.978978979,-3.54e-08,2.72e-05
2.5081,1.05e-08,1.765,8.998998999,2.51e-08,2.72e-05
2.5081,1.05e-08,1.765,9.019019019,7.45e-09,2.72e-05
2.5081,1.05e-08,1.765,9.039039039,-3.82e-08,2.72e-05
2.5081,1.05e-08,1.765,9.059059059,-1.29e-07,2.77e-05
2.5081,1.05e-08,1.765,9.079079079,-6.24e-08,2.72e-05
2.5081,1.05e-08,1.765,9.099099099,-1.48e-07,2.77e-05
2.5081,1.05e-08,1.765,9.119119119,-7.26e-08,2.77e-05
2.5081,1.05e-08,1.765,9.139139139,-2.79e-09,2.72e-05
2.508,1.05e-08,1.765,9.159159159,5.31e-08,2.77e-05
2.508,1.05e-08,1.765,9.179179179,9.59e-08,2.72e-05
2.508,1.05e-08,1.765,9.199199199,2.42e-08,2.72e-05
2.508,1.05e-08,1.765,9.219219219,-3.82e-08,2.72e-05
2.508,1.05e-08,1.765,9.239239239,-1.9e-07,2.77e-05
2.508,1.05e-08,1.765,9.259259259,-8.75e-08,2.77e-05
2.508,1.05e-08,1.765,9.279279279,2.24e-08,2.77e-05
2.508,1.05e-08,1.765,9.299299299,-7.45e-09,2.77e-05
2.5079,1.05e-08,1.765,9.319319319,1.19e-07,2.77e-05
2.5079,1.05e-08,1.765,9.339339339,1.62e-07,2.77e-05
2.5079,1.05e-08,1.765,9.359359359,6.98e-08,2.72e-05
2.5079,1.05e-08,1.765,9.379379379,2.55e-07,2.72e-05
2.5079,1.05e-08,1.764,9.399399399,1.43e-07,2.77e-05
2.5079,1.05e-08,1.764,9.419419419,1.35e-07,2.72e-05
2.5079,1.05e-08,1.765,9.439439439,3.03e-07,2.72e-05
2.5079,1.05e-08,1.765,9.459459459,3.46e-07,2.72e-05
2.5078,1.05e-08,1.765,9.479479479,4.57e-07,2.72e-05
2.5078,1.05e-08,1.765,9.499499499,4.48e-07,2.67e-05
2.5078,1.05e-08,1.764,9.51951952,3.98e-07,2.72e-05
2.5078,1.05e-08,1.764,9.53953954,4.38e-07,2.67e-05
2.5078,1.05e-08,1.764,9.55955956,3.63e-07,2.72e-05
2.5078,1.05e-08,1.764,9.57957958,4.23e-07,2.72e-05
2.5077,1.05e-08,1.764,9.5995996,6.17e-07,2.67e-05
2.5077,1.05e-08,1.764,9.61961962,6.31e-07,2.67e-05
2.5077,1.05e-08,1.764,9.63963964,7.53e-07,2.67e-05
2.5077,1.05e-08,1.764,9.65965966,8.18e-07,2.62e-05
2.5077,1.05e-08,1.764,9.67967968,6.91e-07,2.62e-05
2.5077,1.05e-08,1.764,9.6996997,7.79e-07,2.62e-05
2.5076,1.05e-08,1.764,9.71971972,5.82e-07,2.62e-05
2.5077,1.05e-08,1.764,9.73973974,6.51e-07,2.62e-05
2.5076,1.05e-08,1.764,9.75975976,7.57e-07,2.62e-05
2.5076,1.05e-08,1.764,9.77977978,7.66e-07,2.62e-05
2.5076,1.05e-08,1.764,9.7997998,9.01e-07,2.57e-05
2.5076,1.05e-08,1.764,9.81981982,9.6e-07,2.57e-05
2.5076,1.05e-08,1.764,9.83983984,9.95e-07,2.57e-05
2.5076,1.05e-08,1.764,9.85985986,9.42e-07,2.53e-05
2.5075,1.05e-08,1.764,9.87987988,8.15e-07,2.53e-05
2.5075,1.05e-08,1.764,9.8998999,9.87e-07,2.53e-05
2.5075,1.05e-08,1.764,9.91991992,8.54e-07,2.53e-05
2.5075,1.05e-08,1.764,9.93993994,9.5e-07,2.53e-05
2.5075,1.05e-08,1.764,9.95995996,1.02e-06,2.53e-05
2.5075,1.05e-08,1.764,9.97997998,1.14e-06,2.53e-05
2.5075,1.05e-08,1.764,10,1.12e-06,2.48e-05
2.5072,1.03e-08,1.764,-10,-1.78e-07,-2.77e-05
2.5072,1.05e-08,1.764,-9.97997998,3.46e-07,-2.72e-05
2.5072,1.05e-08,1.764,-9.95995996,3.99e-07,-2.67e-05
2.5072,1.05e-08,1.764,-9.93993994,7.06e-07,-2.72e-05
2.5072,1.05e-08,1.764,-9.91991992,9.63e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.8998999,9.14e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.87987988,9.18e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.85985986,8.48e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.83983984,7.63e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.81981982,6.52e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.7997998,4.36e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.77977978,4.52e-07,-2.67e-05
2.5071,1.05e-08,1.764,-9.75975976,6.91e-07,-2.72e-05
2.507,1.05e-08,1.764,-9.73973974,6.35e-07,-2.72e-05
2.507,1.05e-08,1.764,-9.71971972,6.95e-07,-2.72e-05
2.507,1.05e-08,1.764,-9.6996997,6.03e-07,-2.77e-05
2.507,1.05e-08,1.764,-9.67967968,5.3e-07,-2.77e-05
2.507,1.05e-08,1.764,-9.65965966,6.01e-07,-2.72e-05
2.507,1.05e-08,1.764,-9.63963964,4.93e-07,-2.77e-05
2.5069,1.05e-08,1.764,-9.61961962,3.02e-07,-2.77e-05
2.5069,1.05e-08,1.764,-9.5995996,2.34e-07,-2.77e-05
2.5069,1.05e-08,1.764,-9.57957958,2.58e-07,-2.77e-05
2.5069,1.05e-08,1.764,-9.55955956,2.58e-07,-2.77e-05
2.5069,1.05e-08,1.764,-9.53953954,2.78e-07,-2.77e-05
2.5069,1.05e-08,1.764,-9.51951952,2.64e-07,-2.81e-05
2.5069,1.05e-08,1.764,-9.499499499,2.38e-07,-2.81e-05
2.5068,1.05e-08,1.764,-9.479479479,-5.87e-08,-2.77e-05
2.5068,1.05e-08,1.764,-9.459459459,-2.25e-07,-2.77e-05
2.5068,1.05e-08,1.764,-9.439439439,-3.64e-07,-2.77e-05
2.5068,1.05e-08,1.764,-9.419419419,-2.77e-07,-2.77e-05
2.5068,1.05e-08,1.764,-9.399399399,-2.36e-07,-2.77e-05
2.5068,1.05e-08,1.764,-9.379379379,-1.67e-07,-2.81e-05
2.5068,1.05e-08,1.764,-9.359359359,-2.05e-07,-2.81e-05
2.5067,1.05e-08,1.764,-9.339339339,-1.19e-07,-2.81e-05
2.5067,1.05e-08,1.764,-9.319319319,-1.22e-07,-2.77e-05
2.5067,1.05e-08,1.764,-9.299299299,-1.53e-07,-2.81e-05
2.5067,1.05e-08,1.764,-9.279279279,-1.37e-07,-2.81e-05
2.5067,1.05e-08,1.764,-9.259259259,-3.24e-07,-2.77e-05
2.5067,1.05e-08,1.764,-9.239239239,-1.51e-07,-2.77e-05
2.5067,1.05e-08,1.764,-9.219219219,-1.15e-07,-2.81e-05
2.5066,1.05e-08,1.764,-9.199199199,3.73e-09,-2.81e-05
2.5066,1.05e-08,1.764,-9.179179179,7.36e-08,-2.81e-05
2.5066,1.05e-08,1.764,-9.159159159,5.12e-08,-2.81e-05
2.5066,1.05e-08,1.764,-9.139139139,1.06e-07,-2.81e-05
2.5066,1.05e-08,1.764,-9.119119119,-1.48e-07,-2.77e-05
2.5066,1.05e-08,1.764,-9.099099099,-1.72e-07,-2.77e-05
2.5066,1.05e-08,1.764,-9.079079079,-1.88e-07,-2.77e-05
2.5066,1.05e-08,1.764,-9.059059059,-1.77e-07,-2.77e-05
2.5065,1.05e-08,1.764,-9.039039039,-1.44e-07,-2.81e-05
2.5065,1.05e-08,1.764,-9.019019019,-2.07e-07,-2.77e-05
2.5065,1.05e-08,1.764,-8.998998999,-9.59e-08,-2.81e-05
