B,I,T,VG,Vxx,Vxy
3.0005,1.05e-08,1.869,-10,6.05e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.97997998,8.18e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.95995996,6.9e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.93993994,7.6e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.91991992,8.53e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.8998999,6.54e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.87987988,5.23e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.85985986,7.83e-07,-2.91e-05
3.0005,1.05e-08,1.793,-9.83983984,9.51e-07,-2.96e-05
3.0005,1.05e-08,1.793,-9.81981982,9.47e-07,-2.96e-05
3.0005,1.05e-08,1.793,-9.7997998,1.09e-06,-3e-05
3.0005,1.05e-08,1.793,-9.77977978,9.31e-07,-2.96e-05
3.0005,1.05e-08,1.793,-9.75975976,1.06e-06,-3e-05
3.0005,1.05e-08,1.793,-9.73973974,1.21e-06,-3e-05
3.0005,1.05e-08,1.793,-9.71971972,1.22e-06,-3e-05
3.0005,1.05e-08,1.793,-9.6996997,1.23e-06,-3e-05
3.0005,1.05e-08,1.793,-9.67967968,1.22e-06,-3e-05
3.0005,1.05e-08,1.793,-9.65965966,1.13e-06,-3e-05
3.0005,1.05e-08,1.793,-9.63963964,1.12e-06,-3e-05
3.0005,1.05e-08,1.793,-9.61961962,1.1e-06,-3.05e-05
3.0005,1.05e-08,1.793,-9.5995996,8.39e-07,-3.05e-05
3.0005,1.05e-08,1.793,-9.57957958,1.06e-06,-3.1e-05
3.0005,1.05e-08,1.793,-9.55955956,8.86e-07,-3.1e-05
3.0005,1.05e-08,1.793,-9.53953954,7.94e-07,-3.1e-05
3.0005,1.05e-08,1.793,-9.51951952,1.01e-06,-3.1e-05
3.0005,1.05e-08,1.793,-9.499499499,7.64e-07,-3.1e-05
3.0005,1.05e-08,1.793,-9.479479479,7.65e-07,-3.1e-05
3.0005,1.05e-08,1.793,-9.459459459,9.66e-07,-3.15e-05
3.0005,1.05e-08,1.793,-9.439439439,7.14e-07,-3.15e-05
3.0005,1.04e-08,1.793,-9.419419419,7.75e-07,-3.15e-05
3.0005,1.05e-08,1.793,-9.399399399,8.31e-07,-3.15e-05
3.0005,1.05e-08,1.793,-9.379379379,8.94e-07,-3.15e-05
3.0005,1.05e-08,1.793,-9.359359359,8.57e-07,-3.15e-05
3.0005,1.05e-08,1.793,-9.339339339,1.1e-06,-3.15e-05
3.0005,1.05e-08,1.793,-9.319319319,1.2e-06,-3.19e-05
3.0005,1.05e-08,1.793,-9.299299299,1.34e-06,-3.19e-05
3.0005,1.05e-08,1.793,-9.279279279,1.47e-06,-3.19e-05
3.0005,1.05e-08,1.793,-9.259259259,1.4e-06,-3.19e-05
3.0005,1.05e-08,1.793,-9.239239239,1.43e-06,-3.19e-05
3.0005,1.05e-08,1.793,-9.219219219,1.72e-06,-3.24e-05
3.0005,1.05e-08,1.793,-9.199199199,1.49e-06,-3.24e-05
3.0005,1.05e-08,1.793,-9.179179179,1.76e-06,-3.24e-05
3.0005,1.05e-08,1.793,-9.159159159,1.66e-06,-3.24e-05
3.0005,1.05e-08,1.793,-9.139139139,1.78e-06,-3.24e-05
3.0005,1.05e-08,1.793,-9.119119119,2.04e-06,-3.29e-05
3.0005,1.05e-08,1.793,-9.099099099,1.94e-06,-3.34e-05
3.0005,1.05e-08,1.793,-9.079079079,1.8e-06,-3.29e-05
3.0005,1.05e-08,1.793,-9.059059059,2.06e-06,-3.34e-05
3.0005,1.05e-08,1.793,-9.039039039,2.15e-06,-3.34e-05
3.0005,1.05e-08,1.793,-9.019019019,1.95e-06,-3.29e-05
3.0005,1.05e-08,1.793,-8.998998999,2.19e-06,-3.34e-05
3.0005,1.05e-08,1.793,-8.978978979,2e-06,-3.34e-05
3.0005,1.05e-08,1.793,-8.958958959,1.89e-06,-3.34e-05
3.0005,1.04e-08,1.793,-8.938938939,1.98e-06,-3.34e-05
3.0005,1.05e-08,1.793,-8.918918919,2.01e-06,-3.39e-05
3.0005,1.05e-08,1.793,-8.898898899,2e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.878878879,1.82e-06,-3.39e-05
3.0005,1.05e-08,1.793,-8.858858859,2.05e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.838838839,1.69e-06,-3.39e-05
3.0005,1.05e-08,1.793,-8.818818819,1.86e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.798798799,1.81e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.778778779,1.64e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.758758759,1.79e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.738738739,1.79e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.718718719,2.04e-06,-3.48e-05
3.0005,1.05e-08,1.793,-8.698698699,1.92e-06,-3.43e-05
3.0005,1.05e-08,1.793,-8.678678679,2.19e-06,-3.53e-05
3.0005,1.05e-08,1.793,-8.658658659,2e-06,-3.48e-05
3.0005,1.05e-08,1.793,-8.638638639,2.12e-06,-3.53e-05
3.0005,1.05e-08,1.793,-8.618618619,1.98e-06,-3.53e-05
3.0005,1.05e-08,1.793,-8.598598599,1.81e-06,-3.58e-05
3.0005,1.05e-08,1.793,-8.578578579,1.74e-06,-3.58e-05
3.0005,1.05e-08,1.793,-8.558558559,1.69e-06,-3.58e-05
3.0005,1.05e-08,1.793,-8.538538539,1.77e-06,-3.58e-05
3.0005,1.05e-08,1.793,-8.518518519,1.83e-06,-3.62e-05
3.0005,1.05e-08,1.793,-8.498498498,1.61e-06,-3.62e-05
3.0005,1.05e-08,1.793,-8.478478478,1.52e-06,-3.62e-05
3.0005,1.05e-08,1.793,-8.458458458,1.79e-06,-3.67e-05
3.0005,1.05e-08,1.793,-8.438438438,1.55e-06,-3.67e-05
3.0005,1.05e-08,1.793,-8.418418418,1.81e-06,-3.67e-05
3.0005,1.05e-08,1.793,-8.398398398,1.93e-06,-3.67e-05
3.0005,1.05e-08,1.793,-8.378378378,1.79e-06,-3.67e-05
3.0005,1.05e-08,1.793,-8.358358358,2.06e-06,-3.72e-05
3.0005,1.05e-08,1.793,-8.338338338,1.96e-06,-3.67e-05
3.0005,1.05e-08,1.793,-8.318318318,2.16e-06,-3.77e-05
3.0005,1.05e-08,1.793,-8.298298298,1.89e-06,-3.72e-05
3.0005,1.05e-08,1.793,-8.278278278,1.79e-06,-3.77e-05
3.0005,1.05e-08,1.793,-8.258258258,1.83e-06,-3.77e-05
3.0005,1.05e-08,1.793,-8.238238238,1.54e-06,-3.77e-05
3.0005,1.05e-08,1.793,-8.218218218,1.77e-06,-3.77e-05
3.0005,1.05e-08,1.793,-8.198198198,1.65e-06,-3.77e-05
3.0005,1.05e-08,1.793,-8.178178178,1.92e-06,-3.81e-05
3.0005,1.05e-08,1.793,-8.158158158,2.14e-06,-3.81e-05
3.0005,1.05e-08,1.793,-8.138138138,1.97e-06,-3.81e-05
3.0005,1.05e-08,1.793,-8.118118118,1.83e-06,-3.91e-05
3.0005,1.05e-08,1.793,-8.098098098,1.75e-06,-3.91e-05
3.0005,1.05e-08,1.793,-8.078078078,1.84e-06,-3.91e-05
3.0005,1.05e-08,1.793,-8.058058058,1.7e-06,-3.91e-05
3.0005,1.05e-08,1.793,-8.038038038,1.82e-06,-3.91e-05
3.0005,1.05e-08,1.793,-8.018018018,1.71e-06,-3.91e-05
3.0005,1.05e-08,1.793,-7.997997998,1.57e-06,-3.91e-05
3.0005,1.05e-08,1.793,-7.977977978,1.66e-06,-3.96e-05
3.0005,1.05e-08,1.793,-7.957957958,1.57e-06,-4.01e-05
3.0005,1.05e-08,1.793,-7.937937938,1.56e-06,-4.01e-05
3.0005,1.05e-08,1.793,-7.917917918,1.75e-06,-4.01e-05
3.0005,1.05e-08,1.793,-7.897897898,1.58e-06,-4.01e-05
3.0005,1.05e-08,1.793,-7.877877878,1.82e-06,-4.01e-05
3.0005,1.05e-08,1.793,-7.857857858,1.72e-06,-4.01e-05
3.0005,1.05e-08,1.793,-7.837837838,1.7e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.817817818,1.58e-06,-4.05e-05
3.0005,1.05e-08,1.793,-7.797797798,1.67e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.777777778,1.48e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.757757758,1.52e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.737737738,1.3e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.717717718,1.5e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.697697698,1.58e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.677677678,1.68e-06,-4.1e-05
3.0005,1.05e-08,1.793,-7.657657658,1.86e-06,-4.2e-05
3.0005,1.05e-08,1.793,-7.637637638,1.94e-06,-4.2e-05
3.0005,1.05e-08,1.793,-7.617617618,1.68e-06,-4.2e-05
3.0005,1.05e-08,1.793,-7.597597598,1.81e-06,-4.24e-05
3.0005,1.05e-08,1.793,-7.577577578,1.48e-06,-4.24e-05
3.0005,1.04e-08,1.793,-7.557557558,1.34e-06,-4.24e-05
3.0005,1.05e-08,1.793,-7.537537538,1.51e-06,-4.29e-05
3.0005,1.05e-08,1.793,-7.517517518,1.47e-06,-4.29e-05
3.0005,1.05e-08,1.793,-7.497497497,1.57e-06,-4.34e-05
3.0005,1.05e-08,1.793,-7.477477477,1.56e-06,-4.34e-05
3.0005,1.05e-08,1.793,-7.457457457,1.44e-06,-4.34e-05
3.0005,1.05e-08,1.793,-7.437437437,1.46e-06,-4.34e-05
3.0005,1.05e-08,1.793,-7.417417417,1.33e-06,-4.34e-05
3.0005,1.05e-08,1.793,-7.397397397,1.51e-06,-4.43e-05
3.0005,1.05e-08,1.793,-7.377377377,1.43e-06,-4.43e-05
3.0005,1.05e-08,1.793,-7.357357357,1.2e-06,-4.43e-05
3.0005,1.05e-08,1.793,-7.337337337,1.1e-06,-4.43e-05
3.0005,1.05e-08,1.793,-7.317317317,9.31e-07,-4.48e-05
3.0005,1.05e-08,1.793,-7.297297297,1.12e-06,-4.53e-05
3.0005,1.05e-08,1.793,-7.277277277,9.92e-07,-4.53e-05
3.0005,1.05e-08,1.793,-7.257257257,9.59e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.237237237,8.75e-07,-4.53e-05
3.0005,1.05e-08,1.793,-7.217217217,7.93e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.197197197,7.85e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.177177177,5.46e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.157157157,6.61e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.137137137,4.41e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.117117117,4.11e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.097097097,3.14e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.077077077,3.2e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.057057057,2.8e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.037037037,1.61e-07,-4.58e-05
3.0005,1.05e-08,1.793,-7.017017017,2.14e-08,-4.58e-05
3.0005,1.05e-08,1.793,-6.996996997,-1.46e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.976976977,1.19e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.956956957,-4.66e-08,-4.58e-05
3.0005,1.04e-08,1.793,-6.936936937,2.98e-08,-4.63e-05
3.0005,1.05e-08,1.793,-6.916916917,-4.47e-08,-4.63e-05
3.0005,1.05e-08,1.793,-6.896896897,-2.46e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.876876877,-3.61e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.856856857,-1.06e-07,-4.63e-05
3.0005,1.05e-08,1.793,-6.836836837,-3.12e-07,-4.58e-05
3.0005,1.04e-08,1.794,-6.816816817,-1.05e-07,-4.63e-05
3.0005,1.05e-08,1.794,-6.796796797,-2.46e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.776776777,-6.61e-08,-4.63e-05
3.0005,1.05e-08,1.793,-6.756756757,-2.16e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.736736737,-2.92e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.716716717,-1.15e-07,-4.63e-05
3.0005,1.05e-08,1.793,-6.696696697,-3.93e-07,-4.58e-05
3.0005,1.04e-08,1.793,-6.676676677,-4.25e-07,-4.58e-05
3.0005,1.04e-08,1.793,-6.656656657,-2.25e-07,-4.63e-05
3.0005,1.05e-08,1.793,-6.636636637,-4.23e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.616616617,-1.68e-07,-4.63e-05
3.0005,1.05e-08,1.793,-6.596596597,-2.91e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.576576577,-1.83e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.556556557,-4.39e-07,-4.58e-05
3.0005,1.04e-08,1.793,-6.536536537,-2.36e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.516516517,-8.29e-08,-4.58e-05
3.0005,1.05e-08,1.793,-6.496496496,-2.12e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.476476476,-2.98e-07,-4.58e-05
3.0005,1.04e-08,1.793,-6.456456456,-2.68e-07,-4.63e-05
3.0005,1.05e-08,1.793,-6.436436436,-3.35e-08,-4.58e-05
3.0005,1.05e-08,1.793,-6.416416416,1.86e-09,-4.58e-05
3.0005,1.05e-08,1.793,-6.396396396,-1.05e-07,-4.63e-05
3.0005,1.05e-08,1.793,-6.376376376,-2.37e-07,-4.58e-05
3.0005,1.05e-08,1.793,-6.356356356,-1.35e-07,-4.63e-05
3.0005,1.04e-08,1.793,-6.336336336,-5.59e-09,-4.63e-05
3.0005,1.04e-08,1.793,-6.316316316,8.66e-08,-4.63e-05
3.0005,1.05e-08,1.793,-6.296296296,2.1e-07,-4.67e-05
3.0005,1.05e-08,1.793,-6.276276276,4.28e-08,-4.63e-05
3.0005,1.05e-08,1.793,-6.256256256,4.22e-07,-4.67e-05
3.0005,1.05e-08,1.793,-6.236236236,2.64e-07,-4.63e-05
3.0005,1.04e-08,1.793,-6.216216216,3.73e-07,-4.67e-05
3.0005,1.04e-08,1.793,-6.196196196,2.72e-07,-4.67e-05
3.0005,1.04e-08,1.793,-6.176176176,4.81e-07,-4.67e-05
3.0005,1.05e-08,1.793,-6.156156156,5.22e-07,-4.67e-05
3.0005,1.04e-08,1.793,-6.136136136,9.14e-07,-4.72e-05
3.0005,1.05e-08,1.793,-6.116116116,6.98e-07,-4.67e-05
3.0005,1.04e-08,1.793,-6.096096096,8.6e-07,-4.72e-05
3.0005,1.04e-08,1.793,-6.076076076,8.75e-07,-4.72e-05
3.0005,1.04e-08,1.793,-6.056056056,9.62e-07,-4.72e-05
3.0005,1.04e-08,1.793,-6.036036036,1.24e-06,-4.77e-05
3.0005,1.05e-08,1.793,-6.016016016,1.19e-06,-4.72e-05
3.0005,1.04e-08,1.793,-5.995995996,1.51e-06,-4.77e-05
3.0005,1.04e-08,1.793,-5.975975976,1.28e-06,-4.77e-05
3.0005,1.04e-08,1.793,-5.955955956,1.46e-06,-4.77e-05
3.0005,1.04e-08,1.793,-5.935935936,1.58e-06,-4.82e-05
3.0005,1.05e-08,1.793,-5.915915916,1.92e-06,-4.86e-05
3.0005,1.05e-08,1.793,-5.895895896,1.94e-06,-4.86e-05
3.0005,1.04e-08,1.793,-5.875875876,1.8e-06,-4.86e-05
3.0005,1.04e-08,1.793,-5.855855856,2.05e-06,-4.91e-05
3.0005,1.04e-08,1.793,-5.835835836,1.93e-06,-4.91e-05
3.0005,1.04e-08,1.793,-5.815815816,2.34e-06,-4.96e-05
3.0005,1.04e-08,1.793,-5.795795796,2.29e-06,-4.96e-05
3.0005,1.04e-08,1.793,-5.775775776,2.39e-06,-5.01e-05
3.0005,1.04e-08,1.793,-5.755755756,2.59e-06,-5.01e-05
3.0005,1.04e-08,1.793,-5.735735736,2.53e-06,-5.01e-05
3.0005,1.04e-08,1.793,-5.715715716,2.73e-06,-5.1e-05
3.0005,1.04e-08,1.793,-5.695695696,2.81e-06,-5.15e-05
3.0005,1.04e-08,1.793,-5.675675676,2.88e-06,-5.2e-05
3.0005,1.04e-08,1.793,-5.655655656,3.19e-06,-5.25e-05
3.0005,1.04e-08,1.793,-5.635635636,3.1e-06,-5.25e-05
3.0005,1.04e-08,1.793,-5.615615616,3.19e-06,-5.25e-05
3.0005,1.04e-08,1.793,-5.595595596,3.31e-06,-5.29e-05
3.0005,1.04e-08,1.793,-5.575575576,3.17e-06,-5.29e-05
3.0005,1.04e-08,1.793,-5.555555556,3.09e-06,-5.34e-05
3.0005,1.04e-08,1.793,-5.535535536,3.35e-06,-5.39e-05
3.0005,1.04e-08,1.793,-5.515515516,3.33e-06,-5.39e-05
3.0005,1.04e-08,1.793,-5.495495495,3.54e-06,-5.44e-05
3.0005,1.04e-08,1.793,-5.475475475,3.41e-06,-5.44e-05
3.0005,1.04e-08,1.793,-5.455455455,3.6e-06,-5.48e-05
3.0005,1.04e-08,1.793,-5.435435435,3.88e-06,-5.53e-05
3.0005,1.05e-08,1.793,-5.415415415,4.25e-06,-5.53e-05
3.0005,1.04e-08,1.793,-5.395395395,4.06e-06,-5.53e-05
3.0005,1.04e-08,1.793,-5.375375375,4.28e-06,-5.58e-05
3.0005,1.04e-08,1.793,-5.355355355,4.31e-06,-5.58e-05
3.0005,1.04e-08,1.793,-5.335335335,4.64e-06,-5.63e-05
3.0005,1.04e-08,1.793,-5.315315315,5.25e-06,-5.67e-05
3.0005,1.04e-08,1.793,-5.295295295,4.77e-06,-5.67e-05
3.0005,1.04e-08,1.793,-5.275275275,5.25e-06,-5.72e-05
3.0005,1.04e-08,1.793,-5.255255255,5.25e-06,-5.77e-05
3.0005,1.04e-08,1.793,-5.235235235,5.01e-06,-5.82e-05
3.0005,1.04e-08,1.793,-5.215215215,5.25e-06,-5.82e-05
3.0005,1.04e-08,1.793,-5.195195195,4.77e-06,-5.87e-05
3.0005,1.04e-08,1.793,-5.175175175,5.25e-06,-5.91e-05
3.0005,1.04e-08,1.793,-5.155155155,5.01e-06,-5.96e-05
3.0005,1.04e-08,1.793,-5.135135135,5.25e-06,-6.01e-05
3.0005,1.04e-08,1.793,-5.115115115,5.48e-06,-6.01e-05
3.0005,1.04e-08,1.793,-5.095095095,5.48e-06,-6.01e-05
3.0005,1.04e-08,1.793,-5.075075075,5.96e-06,-6.1e-05
3.0005,1.04e-08,1.793,-5.055055055,5.96e-06,-6.15e-05
3.0005,1.04e-08,1.793,-5.035035035,5.96e-06,-6.15e-05
3.0005,1.04e-08,1.793,-5.015015015,6.44e-06,-6.2e-05
3.0005,1.04e-08,1.793,-4.994994995,5.96e-06,-6.25e-05
3.0005,1.04e-08,1.793,-4.974974975,6.44e-06,-6.34e-05
3.0005,1.04e-08,1.793,-4.954954955,6.44e-06,-6.29e-05
3.0005,1.04e-08,1.793,-4.934934935,6.68e-06,-6.34e-05
3.0005,1.04e-08,1.793,-4.914914915,6.44e-06,-6.34e-05
3.0005,1.04e-08,1.793,-4.894894895,6.91e-06,-6.44e-05
3.0005,1.04e-08,1.793,-4.874874875,6.44e-06,-6.44e-05
3.0005,1.04e-08,1.793,-4.854854855,7.15e-06,-6.49e-05
3.0005,1.04e-08,1.793,-4.834834835,6.44e-06,-6.49e-05
3.0005,1.04e-08,1.793,-4.814814815,6.44e-06,-6.53e-05
3.0005,1.04e-08,1.793,-4.794794795,6.68e-06,-6.58e-05
3.0005,1.04e-08,1.793,-4.774774775,7.15e-06,-6.63e-05
3.0005,1.04e-08,1.793,-4.754754755,6.91e-06,-6.72e-05
3.0005,1.04e-08,1.793,-4.734734735,7.39e-06,-6.72e-05
3.0005,1.04e-08,1.793,-4.714714715,7.15e-06,-6.77e-05
3.0005,1.04e-08,1.793,-4.694694695,7.39e-06,-6.82e-05
3.0005,1.04e-08,1.793,-4.674674675,7.15e-06,-6.87e-05
3.0005,1.04e-08,1.793,-4.654654655,7.15e-06,-6.96e-05
3.0005,1.04e-08,1.793,-4.634634635,7.39e-06,-7.01e-05
3.0005,1.04e-08,1.793,-4.614614615,7.39e-06,-7.06e-05
3.0005,1.04e-08,1.793,-4.594594595,7.63e-06,-7.06e-05
3.0005,1.04e-08,1.793,-4.574574575,7.63e-06,-7.1e-05
3.0005,1.04e-08,1.793,-4.554554555,7.63e-06,-7.15e-05
3.0005,1.04e-08,1.793,-4.534534535,7.87e-06,-7.25e-05
3.0005,1.04e-08,1.793,-4.514514515,8.11e-06,-7.3e-05
3.0005,1.04e-08,1.794,-4.494494494,8.11e-06,-7.34e-05
3.0005,1.04e-08,1.794,-4.474474474,8.34e-06,-7.34e-05
3.0005,1.04e-08,1.794,-4.454454454,8.11e-06,-7.39e-05
3.0005,1.04e-08,1.794,-4.434434434,8.58e-06,-7.44e-05
3.0005,1.04e-08,1.794,-4.414414414,8.34e-06,-7.44e-05
3.0005,1.04e-08,1.794,-4.394394394,8.58e-06,-7.49e-05
3.0005,1.04e-08,1.793,-4.374374374,8.82e-06,-7.53e-05
3.0005,1.04e-08,1.793,-4.354354354,8.82e-06,-7.63e-05
3.0005,1.04e-08,1.794,-4.334334334,9.54e-06,-7.63e-05
3.0005,1.04e-08,1.794,-4.314314314,9.3e-06,-7.63e-05
3.0005,1.04e-08,1.794,-4.294294294,9.78e-06,-7.68e-05
3.0005,1.04e-08,1.794,-4.274274274,9.78e-06,-7.77e-05
3.0005,1.04e-08,1.793,-4.254254254,9.54e-06,-7.82e-05
3.0005,1.04e-08,1.793,-4.234234234,1e-05,-7.87e-05
3.0005,1.04e-08,1.793,-4.214214214,9.78e-06,-8.01e-05
3.0005,1.04e-08,1.793,-4.194194194,1e-05,-8.01e-05
3.0005,1.04e-08,1.794,-4.174174174,9.78e-06,-8.15e-05
3.0005,1.04e-08,1.794,-4.154154154,9.78e-06,-8.2e-05
3.0005,1.04e-08,1.793,-4.134134134,9.54e-06,-8.44e-05
3.0005,1.04e-08,1.793,-4.114114114,9.54e-06,-8.63e-05
3.0005,1.04e-08,1.793,-4.094094094,9.78e-06,-8.58e-05
3.0005,1.04e-08,1.793,-4.074074074,9.3e-06,-8.73e-05
3.0005,1.04e-08,1.794,-4.054054054,9.78e-06,-8.73e-05
3.0005,1.04e-08,1.794,-4.034034034,9.78e-06,-8.87e-05
3.0005,1.04e-08,1.794,-4.014014014,9.3e-06,-8.87e-05
3.0005,1.04e-08,1.794,-3.993993994,9.78e-06,-8.92e-05
3.0005,1.04e-08,1.793,-3.973973974,9.78e-06,-8.92e-05
3.0005,1.04e-08,1.793,-3.953953954,9.78e-06,-8.87e-05
3.0005,1.04e-08,1.793,-3.933933934,9.78e-06,-8.92e-05
3.0005,1.04e-08,1.793,-3.913913914,1e-05,-8.96e-05
3.0005,1.04e-08,1.793,-3.893893894,9.78e-06,-9.11e-05
3.0005,1.04e-08,1.793,-3.873873874,1e-05,-9.16e-05
3.0005,1.04e-08,1.794,-3.853853854,1e-05,-9.2e-05
3.0005,1.04e-08,1.794,-3.833833834,1e-05,-9.3e-05
3.0005,1.04e-08,1.793,-3.813813814,1.05e-05,-9.35e-05
3.0005,1.04e-08,1.793,-3.793793794,1.03e-05,-9.54e-05
3.0005,1.04e-08,1.794,-3.773773774,1.03e-05,-9.58e-05
3.0005,1.04e-08,1.794,-3.753753754,1.03e-05,-9.78e-05
3.0005,1.04e-08,1.794,-3.733733734,1.03e-05,-9.87e-05
3.0005,1.04e-08,1.794,-3.713713714,1.05e-05,-9.87e-05
3.0005,1.04e-08,1.794,-3.693693694,1e-05,-0.000100136
3.0005,1.04e-08,1.794,-3.673673674,1.05e-05,-0.00010109
3.0005,1.04e-08,1.794,-3.653653654,1.05e-05,-0.000102044
3.0005,1.04e-08,1.794,-3.633633634,1.05e-05,-0.000102997
3.0005,1.04e-08,1.794,-3.613613614,1.03e-05,-0.000104428
3.0005,1.04e-08,1.794,-3.593593594,1.03e-05,-0.000105381
3.0005,1.04e-08,1.794,-3.573573574,1.1e-05,-0.000105381
3.0005,1.04e-08,1.794,-3.553553554,1.07e-05,-0.000106335
3.0005,1.04e-08,1.794,-3.533533534,1.1e-05,-0.000106812
3.0005,1.04e-08,1.794,-3.513513514,1.1e-05,-0.000107766
3.0005,1.04e-08,1.794,-3.493493493,1.12e-05,-0.000108719
3.0005,1.04e-08,1.794,-3.473473473,1.14e-05,-0.000109673
3.0005,1.04e-08,1.794,-3.453453453,1.12e-05,-0.000110627
3.0005,1.04e-08,1.794,-3.433433433,1.17e-05,-0.00011158
3.0005,1.04e-08,1.794,-3.413413413,1.14e-05,-0.000112534
3.0005,1.04e-08,1.794,-3.393393393,1.14e-05,-0.000114441
3.0005,1.04e-08,1.794,-3.373373373,1.14e-05,-0.000116349
3.0005,1.04e-08,1.794,-3.353353353,1.14e-05,-0.000117779
3.0005,1.04e-08,1.794,-3.333333333,1.14e-05,-0.000118733
3.0005,1.04e-08,1.794,-3.313313313,1.07e-05,-0.000119687
3.0005,1.04e-08,1.794,-3.293293293,1.03e-05,-0.000121117
3.0005,1.04e-08,1.794,-3.273273273,9.54e-06,-0.000122071
3.0005,1.04e-08,1.794,-3.253253253,9.54e-06,-0.000123025
3.0005,1.04e-08,1.794,-3.233233233,8.82e-06,-0.000125409
3.0005,1.04e-08,1.794,-3.213213213,8.34e-06,-0.000126363
3.0005,1.04e-08,1.794,-3.193193193,7.63e-06,-0.000127793
3.0005,1.04e-08,1.794,-3.173173173,6.68e-06,-0.000128747
3.0005,1.04e-08,1.794,-3.153153153,5.48e-06,-0.000130654
3.0005,1.04e-08,1.793,-3.133133133,5.48e-06,-0.000130654
3.0005,1.04e-08,1.793,-3.113113113,4.51e-06,-0.000132085
3.0005,1.04e-08,1.794,-3.093093093,4.3e-06,-0.000133038
3.0005,1.04e-08,1.794,-3.073073073,3.51e-06,-0.000133515
3.0005,1.04e-08,1.793,-3.053053053,3.12e-06,-0.000134469
3.0005,1.04e-08,1.793,-3.033033033,1.96e-06,-0.000134946
3.0005,1.04e-08,1.793,-3.013013013,1.67e-06,-0.000135423
3.0005,1.04e-08,1.793,-2.992992993,1.14e-06,-0.0001359
3.0005,1.04e-08,1.794,-2.972972973,1.03e-06,-0.000136376
3.0005,1.04e-08,1.794,-2.952952953,6.94e-07,-0.000136853
3.0005,1.04e-08,1.794,-2.932932933,2.73e-07,-0.000136853
3.0005,1.04e-08,1.794,-2.912912913,-4.66e-09,-0.00013733
3.0005,1.04e-08,1.794,-2.892892893,3.35e-08,-0.00013733
3.0005,1.04e-08,1.794,-2.872872873,4.94e-08,-0.00013733
3.0005,1.04e-08,1.794,-2.852852853,-2e-07,-0.00013733
3.0005,1.04e-08,1.794,-2.832832833,-2.29e-07,-0.00013733
3.0005,1.04e-08,1.794,-2.812812813,-1.59e-07,-0.00013733
3.0005,1.04e-08,1.794,-2.792792793,-1.67e-07,-0.00013733
3.0005,1.04e-08,1.794,-2.772772773,-3.04e-07,-0.00013733
3.0005,1.04e-08,1.794,-2.752752753,-1.37e-07,-0.000136853
3.0005,1.04e-08,1.794,-2.732732733,-6.05e-08,-0.00013733
3.0005,1.04e-08,1.794,-2.712712713,-3.27e-07,-0.000136853
3.0005,1.04e-08,1.794,-2.692692693,-2.01e-07,-0.00013733
3.0005,1.04e-08,1.794,-2.672672673,-1.22e-07,-0.00013733
3.0005,1.04e-08,1.794,-2.652652653,-5.41e-07,-0.000136853
3.0005,1.04e-08,1.794,-2.632632633,-5.09e-07,-0.000136853
